Geneid,Chr,Start,End,Strand,Length
YLR249W,XII,636780,639914,+,3135
YLR250W,XII,640317,641021,+,705
YLR251W,XII,641464,642057,+,594
YLR252W,XII,641957,642262,+,306
YLR253W,XII,642627,644336,+,1710
YLR254C,XII,644404,644973,-,570
YLR255C,XII,645600,645953,-,354
YLR256W,XII,646415,650923,+,4509
YLR256W-A,XII,651117,652439,+,1323
tA(AGC)L,XII,656934,657006,-,73
YLR257W,XII,658826,659791,+,966
YLR258W,XII,660716,662833,+,2118
YLR259C,XII,663284,665002,-,1719
YLR260W,XII,665844,667907,+,2064
YLR261C,XII,668237,668563,-,327
YLR262C,XII,668244,668891,-,648
YLR262C-A,XII,669468,669662,-,195
YLR263W,XII,670340,672823,+,2484
YLR264W,XII,673131,673334,+,204
YLR264C-A,XII,673828,673944,-,117
YLR265C,XII,674427,675455,-,1029
YLR266C,XII,675619,677724,-,2106
YLR267W,XII,678212,679924,+,1713
YLR268W,XII,680200,680844,+,645
YLR269C,XII,680866,681216,-,351
YLR270W,XII,681186,682238,+,1053
YLR271W,XII,682737,683561,+,825
YLR272C,XII,683672,687202,-,3531
tV(AAC)L,XII,687859,687932,-,74
YLR273C,XII,689083,691029,-,1947
YLR274W,XII,691555,693882,+,2328
YLR275W,XII;XII,694378;694473,694382;694800,+;+,333
YLR276C,XII,695046,696830,-,1785
YLR277C,XII,697156,699495,-,2340
YLR278C,XII,699999,704024,-,4026
YLR279W,XII,704309,704698,+,390
YLR280C,XII,704483,704833,-,351
YLR281C,XII,704493,704960,-,468
YLR282C,XII,705071,705412,-,342
YLR283W,XII,705186,706130,+,945
YLR284C,XII,706198,707040,-,843
YLR285W,XII,707360,708145,+,786
YLR285C-A,XII,708168,708338,-,171
YLR286C,XII,708448,710136,-,1689
YLR286W-A,XII,708562,708696,+,135
YLR287C,XII,710991,712058,-,1068
YLR287C-A,XII;XII,712537;713156,712725;713158,-;-,192
YLR288C,XII,713480,714904,-,1425
YLR289W,XII,715089,717026,+,1938
YLR290C,XII,717145,717978,-,834
YLR291C,XII,718317,719462,-,1146
YLR292C,XII,719789,720370,-,582
YLR293C,XII,720771,721430,-,660
YLR294C,XII,721701,722030,-,330
YLR295C,XII,721999,722373,-,375
YLR296W,XII,722978,723304,+,327
YLR297W,XII,724044,724433,+,390
YLR298C,XII,724721,725416,-,696
YLR299W,XII,726069,728051,+,1983
YLR299C-A,XII,727911,728003,-,93
YLR300W,XII,728955,730301,+,1347
YLR301W,XII,730825,731559,+,735
tL(UAG)L2,XII;XII,732090;732147,732127;732190,+;+,82
YLR302C,XII,732191,732553,-,363
YLR303W,XII,732542,733876,+,1335
tI(AAU)L1,XII,734802,734875,+,74
YLR304C,XII,735212,737548,-,2337
YLR305C,XII,738161,743863,-,5703
YLR306W,XII;XII,744151;744288,744153;744851,+;+,567
YLR307W,XII,745620,746525,+,906
YLR307C-A,XII,746848,747111,-,264
YLR308W,XII,747937,748875,+,939
YLR309C,XII,749034,751769,-,2736
YLR310C,XII,752224,756993,-,4770
YLR311C,XII,757265,757612,-,348
YLR312C,XII,757637,758833,-,1197
YLR312W-A,XII,759480,760241,+,762
YLR313C,XII,760750,762342,-,1593
YLR314C,XII,762575,764137,-,1563
YLR315W,XII,764808,765269,+,462
YLR316C,XII;XII;XII,765266;766130;766250,766073;766181;766358,-;-;-,969
YLR317W,XII,765655,766089,+,435
YLR318W,XII,766542,769196,+,2655
YLR319C,XII,769318,771684,-,2367
YLR320W,XII,771940,776304,+,4365
YLR321C,XII,776584,777864,-,1281
YLR322W,XII,777628,777942,+,315
YLR323C,XII,778173,778952,-,780
YLR324W,XII,779215,780786,+,1572
YLR325C,XII,781143,781379,-,237
YLR326W,XII,782174,782896,+,723
YLR327C,XII,783127,783387,-,261
tS(GCU)L,XII;XII,784354;784410,784389;784453,+;+,80
YLR328W,XII,784913,786118,+,1206
YLR329W,XII;XII,786442;786713,786615;787333,+;+,795
YLR330W,XII,787664,789679,+,2016
YLR331C,XII,790669,791046,-,378
YLR332W,XII,790676,791806,+,1131
tD(GUC)L2,XII,793918,793989,+,72
snR61,XII,794486,794575,-,90
snR55,XII,794697,794794,-,98
snR57,XII,794937,795024,-,88
YLR333C,XII,795573,795899,-,327
YLR334C,XII,796698,797078,-,381
tE(UUC)L,XII,797178,797249,+,72
YLR335W,XII,797430,799592,+,2163
YLR336C,XII,799697,802396,-,2700
YLR337C,XII,802653,805106,-,2454
YLR338W,XII,804346,805203,+,858
YLR339C,XII,805784,806335,-,552
YLR340W,XII,805887,806825,+,939
YLR341W,XII,807385,808818,+,1434
YLR342W,XII,809997,815627,+,5631
YLR342W-A,XII,815810,815983,+,174
YLR343W,XII,816094,817761,+,1668
tR(CCG)L,XII,818609,818680,+,72
YLR344W,XII;XII,819312;819778,819330;820142,+;+,384
YLR345W,XII,820511,822040,+,1530
YLR346C,XII,822287,822592,-,306
YLR347C,XII,823828,826413,-,2586
YLR347W-A,XII,824789,824929,+,141
YLR348C,XII,826977,827873,-,897
YLR349W,XII,827521,828027,+,507
YLR350W,XII,828730,829380,+,651
YLR351C,XII,829489,830364,-,876
YLR352W,XII,831116,833539,+,2424
YLR353W,XII,834352,836163,+,1812
YLR354C,XII,836350,837357,-,1008
YLR355C,XII,838066,839253,-,1188
YLR356W,XII,840321,840914,+,594
YLR357W,XII,841331,844000,+,2670
YLR358C,XII,843487,844050,-,564
YLR359W,XII,844282,845730,+,1449
YLR360W,XII,846103,847422,+,1320
YLR361C,XII,847388,849124,-,1737
YLR361C-A,XII,849383,849679,-,297
YLR362W,XII,849866,852019,+,2154
YLR363C,XII,852495,853151,-,657
YLR363W-A,XII,853461,853718,+,258
YLR364W,XII,854062,854391,+,330
YLR365W,XII,855199,855531,+,333
YLR364C-A,XII,855523,855645,-,123
YLR366W,XII,855538,855843,+,306
YLR367W,XII;XII,856442;857058,856574;857317,+;+,393
snR44,XII,856710,856920,+,211
YLR368W,XII,857540,859336,+,1797
YLR369W,XII,859552,861525,+,1974
YLR370C,XII,861718,862254,-,537
YLR371W,XII,862714,866784,+,4071
YLR372W,XII,867354,868391,+,1038
YLR373C,XII,868662,871367,-,2706
YLR374C,XII,871453,871842,-,390
YLR375W,XII,871697,872728,+,1032
YLR376C,XII,872826,873554,-,729
YLR377C,XII,873746,874792,-,1047
tK(UUU)L,XII;XII,875376;875436,875412;875471,+;+,73
YLR378C,XII,875736,877178,-,1443
YLR379W,XII,876922,877296,+,375
YLR380W,XII,878282,879508,+,1227
YLR381W,XII,879723,881924,+,2202
YLR382C,XII,882067,884751,-,2685
YLR383W,XII,885288,888632,+,3345
YLR384C,XII,888851,892900,-,4050
YLR385C,XII,892992,893390,-,399
YLR386W,XII,893628,896270,+,2643
YLR387C,XII,896374,897672,-,1299
YLR388W,XII,898651,898821,+,171
snR34,XII,899180,899382,+,203
YLR389C,XII,899577,902660,-,3084
YLR390W,XII,903066,903404,+,339
YLR390W-A,XII,903724,904440,+,717
YLR392C,XII,904749,906305,-,1557
YLR393W,XII,907079,907918,+,840
YLR394W,XII,907950,909398,+,1449
YLR395C,XII,909729,909965,-,237
YLR396C,XII,910235,912310,-,2076
YLR397C,XII,912550,914892,-,2343
YLR398C,XII,915156,919019,-,3864
YLR399C,XII,919536,921596,-,2061
YLR399W-A,XII,920869,920973,+,105
YLR400W,XII,922063,922536,+,474
YLR401C,XII,922442,924448,-,2007
YLR402W,XII,924889,925080,+,192
YLR403W,XII,925568,927619,+,2052
YLR404W,XII,928743,929600,+,858
YLR405W,XII,929789,930892,+,1104
YLR406C,XII;XII,931065;931699,931349;931755,-;-,342
YLR406C-A,XII,932206,932355,-,150
YLR407W,XII,932967,933653,+,687
YLR408C,XII,933885,934253,-,369
YLR409C,XII,934414,937233,-,2820
YLR410W,XII,937541,940981,+,3441
YLR410W-B,XII;XII,941483;942777,942775;946796,+;+,5313
YLR410W-A,XII,941483,942799,+,1317
YLR411W,XII,947253,947978,+,726
YLR412W,XII,948368,949192,+,825
YLR412C-A,XII,950267,950473,-,207
YLR413W,XII,951156,953183,+,2028
YLR414C,XII,953353,954144,-,792
YLR415C,XII,954259,954597,-,339
YLR416C,XII,954491,954889,-,399
YLR417W,XII,955010,956710,+,1701
YLR418C,XII,956914,958095,-,1182
YLR419W,XII,958428,962735,+,4308
tL(UAA)L,XII,962972,963055,-,84
YLR420W,XII,963785,964879,+,1095
YLR421C,XII,965090,965560,-,471
YLR422W,XII,965897,971695,+,5799
YLR423C,XII,971917,973170,-,1254
YLR424W,XII,973395,975521,+,2127
tN(GUU)L,XII,975983,976056,-,74
YLR425W,XII,982894,986817,+,3924
YLR426W,XII;XII,987062;987213,987141;988113,+;+,981
YLR427W,XII,988428,990440,+,2013
YLR428C,XII,990617,990961,-,345
YLR429W,XII,990777,992732,+,1956
YLR430W,XII,993434,1000129,+,6696
YLR431C,XII,1000342,1001703,-,1362
YLR432W,XII,1002557,1004128,+,1572
YLR433C,XII,1004347,1006008,-,1662
YLR434C,XII,1006025,1006408,-,384
YLR435W,XII,1006378,1006995,+,618
YLR436C,XII,1007421,1011245,-,3825
YLR437C,XII,1011622,1012023,-,402
YLR437C-A,XII,1012459,1012686,-,228
YLR438W,XII,1012501,1013775,+,1275
YLR438C-A,XII,1013909,1014178,-,270
YLR439W,XII,1014491,1015450,+,960
YLR440C,XII,1015568,1017697,-,2130
YLR441C,XII,1018141,1018908,-,768
YLR442C,XII,1019315,1022251,-,2937
YLR443W,XII,1022625,1023971,+,1347
YLR444C,XII,1023686,1023988,-,303
YLR445W,XII;XII,1024189;1024655,1024572;1024837,+;+,567
YLR446W,XII,1025214,1026515,+,1302
YLR447C,XII,1026856,1027893,-,1038
YLR448W,XII;XII,1028854;1029253,1028868;1029768,+;+,531
YLR449W,XII,1030834,1032012,+,1179
YLR450W,XII,1032627,1035764,+,3138
YLR451W,XII,1036093,1038753,+,2661
YLR452C,XII,1039270,1041366,-,2097
YLR453C,XII,1041799,1042986,-,1188
YLR454W,XII,1043998,1051884,+,7887
tI(AAU)L2,XII,1052071,1052144,-,74
YLR455W,XII,1053629,1054543,+,915
YLR456W,XII,1055070,1055684,+,615
YLR457C,XII,1055812,1056771,-,960
YLR458W,XII,1056455,1056835,+,381
YLR459W,XII,1057334,1058518,+,1185
YLR460C,XII,1059757,1060887,-,1131
YLR461W,XII,1062919,1063281,+,363
YLR462W,XII,1065956,1066564,+,609
YLR463C,XII,1066265,1066816,-,552
YLR464W,XII;XII,1066572;1067364,1067084;1067501,+;+,651
YLR465C,XII,1067045,1067353,-,309
YLR466W,XII,1067087,1071235,+,4149
YLR466C-A,XII,1070387,1070869,-,483
YLR466C-B,XII,1071594,1071710,-,117
YLR467W,XII,1072508,1077898,+,5391
YLR467C-A,XII,1077050,1077532,-,483
YPL283C,XVI;XVI,280;5989,5840;6007,-;-,5580
YPL283W-B,XVI,643,1125,+,483
YPL283W-A,XVI,1426,2001,+,576
YPL282C,XVI,7933,8427,-,495
YPL281C,XVI,9557,10870,-,1314
YPL280W,XVI,11887,12600,+,714
YPL279C,XVI,13228,14355,-,1128
YPL278C,XVI,15053,15355,-,303
YPL277C,XVI,15405,16868,-,1464
YPL276W,XVI,17948,18385,+,438
YPL275W,XVI,18369,19079,+,711
YPL274W,XVI,22938,24701,+,1764
YPL273W,XVI,25087,26064,+,978
YPL272C,XVI,26611,28164,-,1554
YPL271W,XVI,30079,30267,+,189
YPL270W,XVI,30482,32803,+,2322
YPL269W,XVI,33013,34947,+,1935
YPL268W,XVI,35236,37845,+,2610
YPL267W,XVI,38169,38798,+,630
YPL266W,XVI,39121,40077,+,957
YPL265W,XVI,41043,42869,+,1827
YPL264C,XVI,43283,44344,-,1062
YPL263C,XVI,44551,46506,-,1956
YPL262W,XVI,47336,48802,+,1467
YPL261C,XVI,48996,49304,-,309
YPL260W,XVI,49303,50958,+,1656
YPL259C,XVI,51244,52671,-,1428
YPL258C,XVI,53498,55153,-,1656
tW(CCA)P,XVI;XVI,56169;56239,56204;56274,-;-,72
YPL257W-B,XVI;XVI,56748;58054,58052;62016,+;+,5268
YPL257W-A,XVI,56748,58070,+,1323
YPL257W,XVI,63279,63860,+,582
YPL256C,XVI,64977,66614,-,1638
YPL255W,XVI,67725,68882,+,1158
YPL254W,XVI,69485,70951,+,1467
YPL253C,XVI,71063,73006,-,1944
YPL252C,XVI,73363,73881,-,519
YPL251W,XVI,73625,73927,+,303
YPL250C,XVI,74309,74719,-,411
YPL249C-A,XVI;XVI,75699;76224,75985;76239,-;-,303
YPL250W-A,XVI,75702,75989,+,288
YPL249C,XVI,76669,79353,-,2685
YPL248C,XVI,79711,82356,-,2646
YPL247C,XVI,82625,84196,-,1572
YPL246C,XVI,84509,85297,-,789
YPL245W,XVI,85586,86950,+,1365
YPL244C,XVI,87014,88033,-,1020
YPL243W,XVI,88517,90316,+,1800
YPL242C,XVI,90622,95109,-,4488
YPL241C,XVI;XVI,95372;96234,96153;96258,-;-,807
YPL240C,XVI,96496,98625,-,2130
YPL239W,XVI,99484,100086,+,603
YPL238C,XVI,100474,100863,-,390
YPL237W,XVI,100496,101353,+,858
YPL236C,XVI,101608,102702,-,1095
YPL235W,XVI,103232,104647,+,1416
YPL234C,XVI,104946,105440,-,495
YPL233W,XVI,106172,106822,+,651
YPL232W,XVI,107275,108147,+,873
YPL231W,XVI,108652,114315,+,5664
YPL230W,XVI,115312,116487,+,1176
YPL229W,XVI,117067,117687,+,621
YPL228W,XVI,118382,120031,+,1650
YPL227C,XVI,120163,121167,-,1005
YPL226W,XVI,121767,125357,+,3591
YPL225W,XVI,126006,126446,+,441
YPL224C,XVI,126634,128088,-,1455
YPL223C,XVI,128632,129138,-,507
YPL222W,XVI,130162,132228,+,2067
YPL222C-A,XVI,131870,132115,-,246
YPL221W,XVI,133043,135424,+,2382
YPL220W,XVI,135790,136443,+,654
YPL219W,XVI,136750,138228,+,1479
YPL218W,XVI;XVI,138698;138865,138725;139409,+;+,573
YPL217C,XVI,139620,143171,-,3552
YPL216W,XVI,143821,147129,+,3309
YPL215W,XVI,147416,148423,+,1008
YPL214C,XVI,148569,150191,-,1623
YPL213W,XVI,150614,151330,+,717
YPL212C,XVI,151515,153149,-,1635
YPL211W,XVI,153495,154040,+,546
YPL210C,XVI,154290,156212,-,1923
YPL209C,XVI,156490,157593,-,1104
YPL208W,XVI,157842,159593,+,1752
YPL207W,XVI,159909,162341,+,2433
YPL206C,XVI,162632,163597,-,966
YPL205C,XVI,163922,164266,-,345
YPL204W,XVI,164276,165760,+,1485
YPL203W,XVI,166256,167398,+,1143
YPL202C,XVI,168088,169338,-,1251
YPL201C,XVI,169770,171155,-,1386
YPL200W,XVI,171484,171954,+,471
YPL199C,XVI,172033,172755,-,723
YPL198W,XVI;XVI;XVI,173152;173572;174073,173162;173665;174702,+;+;+,735
snR59,XVI,173827,173904,+,78
YPL197C,XVI,174343,174756,-,414
YPL196W,XVI,175043,175864,+,822
YPL195W,XVI,176223,179021,+,2799
YPL194W,XVI,179277,181115,+,1839
YPL193W,XVI,181403,182548,+,1146
YPL192C,XVI,182655,183056,-,402
YPL191C,XVI,183597,184679,-,1083
YPL190C,XVI,185317,187725,-,2409
YPL189C-A,XVI,188307,188513,-,207
YPL189W,XVI,189154,190983,+,1830
YPL188W,XVI,191406,192650,+,1245
YPL187W,XVI,193648,194145,+,498
YPL186C,XVI,194512,195426,-,915
YPL185W,XVI,195253,195648,+,396
YPL184C,XVI,195950,197788,-,1839
YPL183W-A,XVI,199095,199376,+,282
YPL183C,XVI,199495,202536,-,3042
YPL182C,XVI,203306,203689,-,384
YPL181W,XVI,203421,204941,+,1521
YPL180W,XVI,205248,207647,+,2400
YPL179W,XVI,208157,209806,+,1650
tE(UUC)P,XVI,210192,210263,-,72
YPL178W,XVI,212158,212784,+,627
YPL177C,XVI,213042,213962,-,921
YPL176C,XVI,216012,218363,-,2352
YPL175W,XVI;XVI,218630;218747,218646;220088,+;+,1359
YPL174C,XVI,220167,222773,-,2607
YPL173W,XVI,223143,224036,+,894
YPL172C,XVI,224353,225741,-,1389
YPL171C,XVI,226169,227371,-,1203
YPL170W,XVI,228314,228772,+,459
YPL169C,XVI,229039,230838,-,1800
YPL168W,XVI,231217,232509,+,1293
YPL167C,XVI,232593,237107,-,4515
YPL166W,XVI,237338,237979,+,642
YPL165C,XVI,237956,239077,-,1122
YPL164C,XVI,239350,241497,-,2148
YPL163C,XVI,241918,242700,-,783
YPL162C,XVI,243206,244027,-,822
YPL161C,XVI,244319,246220,-,1902
YPL160W,XVI,246990,250262,+,3273
YPL159C,XVI,250907,251668,-,762
YPL158C,XVI,252034,254310,-,2277
YPL157W,XVI,254814,255761,+,948
YPL156C,XVI,255913,256767,-,855
YPL155C,XVI,257216,259336,-,2121
YPL154C,XVI,259714,260931,-,1218
YPL153C,XVI,261727,264192,-,2466
YPL152W-A,XVI,264602,264700,+,99
YPL152W,XVI,265028,266104,+,1077
YPL151C,XVI,266180,267535,-,1356
YPL150W,XVI,268188,270893,+,2706
YPL149W,XVI,271310,272194,+,885
YPL148C,XVI,272294,272815,-,522
YPL147W,XVI,273255,275867,+,2613
YPL146C,XVI,276162,277529,-,1368
YPL145C,XVI,278395,279699,-,1305
YPL144W,XVI,280480,280926,+,447
snR17b,XVI;XVI,281056;281504,281373;281517,-;-,332
YPL143W,XVI;XVI,282122;282666,282140;282970,+;+,324
YPL142C,XVI,282686,283003,-,318
YPL141C,XVI,283464,286061,-,2598
YPL140C,XVI,287514,289034,-,1521
YPL139C,XVI,289669,291051,-,1383
YPL138C,XVI,291366,292427,-,1062
YPL137C,XVI,292817,296647,-,3831
YPL136W,XVI,296286,296654,+,369
YPL135W,XVI,297553,298050,+,498
YPL135C-A,XVI,297678,297851,-,174
YPL134C,XVI,298571,299503,-,933
YPL133C,XVI,299888,301228,-,1341
YPL132W,XVI,301716,302618,+,903
YPL131W,XVI,303121,304014,+,894
YPL130W,XVI,304387,305058,+,672
YPL129W,XVI;XVI,305298;305412,305306;306137,+;+,735
YPL128C,XVI,306533,308221,-,1689
YPL127C,XVI,308828,309604,-,777
YPL126W,XVI,310210,312900,+,2691
YPL125W,XVI,313388,316486,+,3099
YPL124W,XVI,316755,317516,+,762
YPL123C,XVI,317641,318945,-,1305
YPL122C,XVI,319226,320767,-,1542
YPL121C,XVI,320962,321630,-,669
YPL120W,XVI,322071,323744,+,1674
YPL119C-A,XVI,324024,324287,-,264
YPL119C,XVI,324411,326264,-,1854
YPL118W,XVI,326628,327662,+,1035
YPL117C,XVI,327864,328730,-,867
YPL116W,XVI,329606,331699,+,2094
YPL115C,XVI,332100,335486,-,3387
YPL114W,XVI,335948,336367,+,420
YPL113C,XVI,335953,337143,-,1191
YPL112C,XVI,337436,338620,-,1185
tM(CAU)P,XVI,338848,338919,-,72
YPL111W,XVI,339944,340945,+,1002
YPL110C,XVI,341068,344739,-,3672
YPL109C,XVI;XVI,345264;345597,345444;347389,-;-,1974
YPL108W,XVI,348446,348952,+,507
YPL107W,XVI,349119,349865,+,747
YPL106C,XVI,350194,352275,-,2082
YPL105C,XVI,352863,355412,-,2550
YPL104W,XVI,355700,357676,+,1977
YPL103C,XVI,358000,359406,-,1407
YPL102C,XVI,360003,360305,-,303
YPL101W,XVI,360209,361579,+,1371
YPL100W,XVI,361872,363362,+,1491
YPL099C,XVI,363520,364068,-,549
YPL098C,XVI,364386,364727,-,342
YPL097W,XVI,364952,366430,+,1479
YPL096C-A,XVI,366529,366735,-,207
YPL096W,XVI,366927,368018,+,1092
YPL095C,XVI,368071,369441,-,1371
YPL094C,XVI,369839,370663,-,825
YPL093W,XVI,370978,372921,+,1944
YPL092W,XVI,373793,375169,+,1377
YPL091W,XVI,375502,376953,+,1452
YPL090C,XVI;XVI,377291;378390,377995;378395,-;-,711
YPL089C,XVI,379120,381150,-,2031
YPL088W,XVI,381965,382993,+,1029
YPL087W,XVI,383455,384408,+,954
YPL086C,XVI,384773,386446,-,1674
YPL085W,XVI,387067,393654,+,6588
YPL084W,XVI,394038,396572,+,2535
YPL083C,XVI,396702,398105,-,1404
YPL082C,XVI,398480,404083,-,5604
YPL081W,XVI;XVI,404950;405458,404956;406044,+;+,594
YPL080C,XVI,406172,406498,-,327
YPL079W,XVI;XVI,406636;407068,406646;407539,+;+,483
YPL078C,XVI,408010,408744,-,735
YPL077C,XVI,409368,410090,-,723
YPL076W,XVI,410443,411285,+,843
YPL075W,XVI;XVI,412254;413013,412261;415362,+;+,2358
YPL074W,XVI,415763,418027,+,2265
YPL073C,XVI,418499,418984,-,486
YPL072W,XVI,418512,420011,+,1500
YPL071C,XVI,420048,420518,-,471
YPL070W,XVI,420948,422786,+,1839
YPL069C,XVI,422885,423892,-,1008
YPL068C,XVI,424215,425096,-,882
YPL067C,XVI,425251,425847,-,597
YPL066W,XVI,426233,427672,+,1440
YPL065W,XVI,427927,428655,+,729
YPL064C,XVI,428711,429616,-,906
YPL063W,XVI,429939,431369,+,1431
YPL062W,XVI,431895,432299,+,405
YPL061W,XVI,432588,434090,+,1503
YPL060W,XVI,434523,435764,+,1242
tC(GCA)P1,XVI,435893,435964,-,72
YPL060C-A,XVI,439428,442742,-,3315
YPL059W,XVI,444579,445031,+,453
YPL058C,XVI,445842,450377,-,4536
YPL057C,XVI,451909,453057,-,1149
YPL056C,XVI,453430,453735,-,306
YPL055C,XVI,453992,454990,-,999
YPL054W,XVI,455759,456664,+,906
YPL053C,XVI,457118,458458,-,1341
YPL052W,XVI;XVI,458799;459007,459005;459678,+;+,879
YPL051W,XVI,459963,460559,+,597
YPL050C,XVI,460779,461966,-,1188
YPL049C,XVI,462481,463839,-,1359
YPL048W,XVI,464401,465648,+,1248
YPL047W,XVI,465962,466261,+,300
YPL046C,XVI,466644,466943,-,300
YPL045W,XVI,467260,469656,+,2397
YPL044C,XVI,469926,470474,-,549
YPL043W,XVI,469939,471996,+,2058
YPL042C,XVI,473040,474707,-,1668
YPL041C,XVI,475118,475741,-,624
YPL040C,XVI,475993,479001,-,3009
YPL039W,XVI,479225,480175,+,951
YPL038W-A,XVI,480182,480373,+,192
YPL038W,XVI,480535,481068,+,534
YPL037C,XVI,481428,481901,-,474
YPL036W,XVI,482843,485686,+,2844
YPL035C,XVI,486564,486911,-,348
YPL034W,XVI,486712,487209,+,498
YPL033C,XVI,487362,488207,-,846
YPL032C,XVI,488887,491364,-,2478
YPL031C,XVI;XVI,492018;493021,492918;493037,-;-,918
YPL030W,XVI,493543,495246,+,1704
YPL029W,XVI,495506,497719,+,2214
YPL028W,XVI,498096,499292,+,1197
YPL027W,XVI,499665,500402,+,738
YPL026C,XVI,500675,502183,-,1509
YPL025C,XVI,502473,503030,-,558
YPL024W,XVI,503517,504242,+,726
YPL023C,XVI,504339,506312,-,1974
YPL022W,XVI,506697,509999,+,3303
YPL021W,XVI,511101,511664,+,564
YPL020C,XVI,512313,514178,-,1866
YPL019C,XVI,514511,517018,-,2508
YPL018W,XVI,517651,518760,+,1110
YPL017C,XVI,518734,520233,-,1500
YPL016W,XVI,521014,524958,+,3945
YPL015C,XVI,525810,526883,-,1074
YPL014W,XVI,527547,528692,+,1146
YPL013C,XVI,528985,529350,-,366
YPL012W,XVI,529723,533409,+,3687
YPL011C,XVI,533642,534703,-,1062
YPL010W,XVI,535018,535587,+,570
YPL009C,XVI,535820,538936,-,3117
YPL008W,XVI,539385,541970,+,2586
YPL007C,XVI,542082,543848,-,1767
YPL006W,XVI,544631,548143,+,3513
YPL005W,XVI,548486,550306,+,1821
YPL004C,XVI,550632,551657,-,1026
YPL003W,XVI,552020,553408,+,1389
YPL002C,XVI,553627,554328,-,702
YPL001W,XVI,554605,555729,+,1125
YPR001W,XVI,556377,557837,+,1461
YPR002W,XVI,558385,559935,+,1551
tF(GAA)P1,XVI;XVI,560198;560253,560233;560289,-;-,73
YPR002C-A,XVI,560569,560766,-,198
YPR003C,XVI,561504,563768,-,2265
YPR004C,XVI,564007,565041,-,1035
YPR005C,XVI,565787,566671,-,885
YPR006C,XVI,567269,568996,-,1728
YPR007C,XVI,569336,571378,-,2043
tG(GCC)P1,XVI,572269,572339,+,71
YPR008W,XVI,573018,575102,+,2085
YPR009W,XVI,576552,577358,+,807
YPR010C,XVI,577585,581196,-,3612
tK(CUU)P,XVI,582062,582134,+,73
YPR010C-A,XVI;XVI,582373;582702,582558;582734,-;-,219
YPR011C,XVI,583062,584042,-,981
YPR012W,XVI,584309,584563,+,255
YPR013C,XVI,584632,585585,-,954
YPR014C,XVI,587189,587518,-,330
YPR015C,XVI,590283,591026,-,744
YPR016C,XVI,592332,593069,-,738
YPR016W-A,XVI,593096,593356,+,261
YPR017C,XVI,593486,593917,-,432
YPR018W,XVI,594476,596296,+,1821
YPR019W,XVI,596750,599551,+,2802
YPR020W,XVI,599870,600217,+,348
YPR021C,XVI,600649,603357,-,2709
YPR022C,XVI,603911,607312,-,3402
YPR023C,XVI,608826,610031,-,1206
YPR024W,XVI,610481,612724,+,2244
YPR025C,XVI,613377,614558,-,1182
YPR026W,XVI,615379,619014,+,3636
YPR027C,XVI,620425,621258,-,834
tF(GAA)P2,XVI;XVI,622540;622595,622575;622631,-;-,73
YPR028W,XVI;XVI,623527;623711,623577;624202,+;+,543
YPR029C,XVI,624469,626967,-,2499
YPR030W,XVI,627880,631245,+,3366
YPR031W,XVI,631515,633761,+,2247
YPR032W,XVI,634123,637224,+,3102
YPR033C,XVI,637379,639019,-,1641
YPR034W,XVI,639525,640958,+,1434
YPR035W,XVI,642208,643320,+,1113
YPR036W,XVI,643836,645272,+,1437
YPR036W-A,XVI,645950,646153,+,204
YPR037C,XVI,646448,647038,-,591
YPR038W,XVI,646836,647195,+,360
YPR039W,XVI,647012,647347,+,336
YPR040W,XVI,647305,648375,+,1071
YPR041W,XVI,648704,649921,+,1218
YPR042C,XVI,650435,653662,-,3228
YPR043W,XVI;XVI,654166;654571,654167;654847,+;+,279
YPR044C,XVI,654524,654877,-,354
YPR045C,XVI,655140,656552,-,1413
YPR046W,XVI,656799,657344,+,546
YPR047W,XVI,657529,658938,+,1410
YPR048W,XVI,659182,661053,+,1872
YPR049C,XVI,661137,664673,-,3537
YPR050C,XVI,664953,665366,-,414
YPR051W,XVI,664960,665490,+,531
YPR052C,XVI,665693,665974,-,282
YPR053C,XVI,665788,666243,-,456
YPR054W,XVI,666280,667446,+,1167
YPR055W,XVI,667676,670873,+,3198
YPR056W,XVI,671126,672142,+,1017
YPR057W,XVI,672471,673496,+,1026
YPR058W,XVI,673751,674674,+,924
YPR059C,XVI,674314,674700,-,387
YPR060C,XVI,674861,675631,-,771
YPR061C,XVI,675977,676882,-,906
YPR062W,XVI,677165,677641,+,477
YPR063C,XVI;XVI,677812;678280,678193;678320,-;-,423
YPR064W,XVI,678951,679370,+,420
YPR065W,XVI,679693,680799,+,1107
YPR066W,XVI,681213,682112,+,900
YPR067W,XVI,682220,682777,+,558
YPR068C,XVI,682941,684353,-,1413
YPR069C,XVI,684556,685437,-,882
YPR070W,XVI,685898,687598,+,1701
YPR071W,XVI,688172,688807,+,636
tS(UGA)P,XVI,689565,689646,+,82
YPR072W,XVI,690107,691789,+,1683
YPR073C,XVI,691933,692418,-,486
YPR074C,XVI,692796,694838,-,2043
YPR074W-A,XVI,695018,695188,+,171
YPR075C,XVI,695737,696819,-,1083
YPR076W,XVI,696476,696850,+,375
YPR077C,XVI,697131,697502,-,372
YPR078C,XVI,697147,698265,-,1119
YPR079W,XVI,698869,700014,+,1146
